text,label
মোর বিয়ার ২ মাসের মইধ্যে আব্বায় মইরা গ্যাছে,বরিশাল
মোর কখালি মায় আছে,বরিশাল
পোরথোমে মোর জামাইর কথায় আহি,বরিশাল
আলহামদুলিল্লাহ হ্যাহ খুব ভালো এউক্কা মানু,বরিশাল
জামাই হিসাবে এককালে নিখুঁত,বরিশাল
হ্যারে লইয়া মোর বিচার এর কোন জায়গা নাই,বরিশাল
সমেস্যা ডা হইলে কয়ডা মাস আগে গোনে মোর হাউরি আম্মারে লইয়া,বরিশাল
মুই খেয়াল করছি হ্যায় আর হ্যার পোলার সম্পর্ক ম্যালা খারাপ,বরিশাল
"মোর জামাইর এউক্কা সমেস্যা আছে, অয় এট্টু চিল্লাইয়া কথা কয়",বরিশাল
মুই দেখছি বেবাক কালে এরহম কাম করে যের লজ্ঞা হ্যার পোলা বেমালা চেইত্যা যায়,বরিশাল
কিছু কইলে হ্যায় হেইডা অন্যভাবে লইয়া চিল্লাচিল্লি করে,বরিশাল
হ্যায় যেইডা কইবে হেইডাই ঠিক আর হেইডাই করবে,বরিশাল
কেউর কথা হ্যায় হোনে না,বরিশাল
হ্যার কাউর লগে ভালো সম্পর্ক নাই,বরিশাল
মোর জামাইর হগলকিছুতে হ্যায় দোষ খোঁজে,বরিশাল
হগলডিরে কয় ইদানিং মোর পোলা পাল্ডাইয়া গ্যাছে,বরিশাল
গ্যাছেকাইল এউক্কা ছোডো বিষয় লইয়া কইছে বিয়ার পর পোলারা ক্যামন পাল্ডাইয়া যায়,বরিশাল
হ্যাগো মায় পুতের সম্পর্ক খারাপ হেইয়ার পোরভাব মোর উপরে আয়,বরিশাল
মুই মোর জামাইর লগে ব্যাজার হই কির লইজ্ঞা হ্যাগো এইরহম কথা কাডাকাডি হয়,বরিশাল
অয় মোরে কোন কামে সাহাইয্য করে না,বরিশাল
"কিছু কিন্না দেতে চাইলে, কোনহানে ঘোরতে নিয়া যাইতে চাইলে হ্যায় হেইডা ভালোমত লয় না",বরিশাল
হ্যার আমলের উদারন দ্যান হ্যায় কি করছেলে,বরিশাল
মোগো আর হ্যাগো সময় তো আর এক না,বরিশাল
মোর বাড়ির কেউ আইলে হ্যায় বাড়িতে কাইজ্জা শুরু কইররা দ্যায়,বরিশাল
মোর জামাই ঘরে কিছু আনলে হগলডির লইজ্ঞা লইয়া আয়,বরিশাল
হ্যাও মায়র বিচার অয় কিছু আনে না,বরিশাল
তয় মুই নিজে দ্যাখছি অয় মোর মায়রে কত ভালোপায়,বরিশাল
এইডা অইডা কিননা দেতে চাইলে কয় টাহা নষ্ট করিস না,বরিশাল
মোর মায় আইছে মোগো বাড়ি ৬ মাস পর,বরিশাল
মায়ের সামনে হ্যারা যেইয়া হেইয়া লইয়া কাইজ্জা করে,বরিশাল
ভালো ব্যবহার করে না,বরিশাল
একলগে বইয়া খায় ও না,বরিশাল
মায় এইডি দেইখ্যা বেমালা কষ্ট পাইতেয়াছে যেহেতু মোর বাপ নাই,বরিশাল
মোর জামাই এইয়া লইয়া কিছু কইতে গ্যালে হ্যায় মনে করে বউ পোলার হইয়া গ্যাছে,বরিশাল
হ্যার আরো এউক্কা পোলা আছে,বরিশাল
হ্যায় চাকরি করে বিয়া করে নাই,বরিশাল
মায়ের ধারে ছোডো পোলাই সব,বরিশাল
হ্যার ছোডো পোলার মোডেও দোষ নাই,বরিশাল
মুই নিজে দেখছি হ্যায় কিরহম নিষ্টা ব্যবহার করে মায়ের লগে,বরিশাল
সংসার এর হগল খরচ মোর জামাই দ্যায়,বরিশাল
হগল কাম মুই করি হ্যায় এউক্কা কাম ও করে না হ্যাও মোরা খারাপ,বরিশাল
মোর চাচা হউর হগলডি আলহামদুলিল্লাহ নিজেগো বাড়ি গাড়ি কইররা হালাইছে,বরিশাল
হ্যায় নামাজ কালাম ও ভালো কইররা পড়ে না,বরিশাল
মুই এহন এইডি মাইননা নেতে পারতেয়াছি না,বরিশাল
মুই চাইতেয়াছি আলাদা বাড়তে চইললা যামু মোরা,বরিশাল
এইডা কি সঠিক সিদ্ধান্ত হইবে মোগো লইজ্ঞা?,বরিশাল
মোর বিয়া হইছে চাইর বছর,বরিশাল
মোর মায় মইররা গ্যাছে আট মাস আগে,বরিশাল
মুই মোর বাপ মায়ের একলা সন্তান,বরিশাল
মায় মইররা যাওয়ার পর আব্বা একছের একলা হইয়া গ্যাছে,বরিশাল
হ্যারে দ্যাহার মতো হেইরহম কেউ নাই,বরিশাল
মুই মোর সাইধ্য মত চেষ্টা করি আব্বার খোঁজ খবর নেতে,বরিশাল
মোর হউরবাড়ির মানু এইডা এক্কালেই পছন্দ করে না,বরিশাল
আব্বার খেয়াল রাহার চেষ্টা করি হগলকালে,বরিশাল
মোর জামাই আর হ্যার বাড়ির মানু মোডেও রাজি না,বরিশাল
এউক্কা মাইয়ার বিয়া হওয়ার পর হ্যার পরিবারের উপরে হ্যার কি কোন দায়িত্ব থাকতে পারে না?,বরিশাল
এউক্কা পোলা যেমন হ্যার বাপ-মায়ের দায়িত্ব পালন করে,বরিশাল
এউক্কা মাইয়াও যদি হ্যার আব্বা র দায়িত্ব পালন করে হ্যালে সমেস্যাডা কোম্মে মুই জানিনা,বরিশাল
ঈদ গ্যাছে দুজ্ঞাদিন পার হইয়া গ্যালে,বরিশাল
মুই মোর আব্বা র বাড়ি যাওয়ার অনুমতি পাইতেয়াছি না,বরিশাল
হ্যাগো অনুমতির অপেক্ষা করতে হইতেয়াছে,বরিশাল
মোরা ব্যাবাক ঢাহায় থাহি,বরিশাল
মোগো হগল বাড়ি জুইররা আব্বা একলা দুজ্ঞা তিউনগা কামের লোক আছে লগে,বরিশাল
বাপ ম্যালা চাইতেয়াছেলে যেন মুই বাড়ি যাই,বরিশাল
আইজ রাইতে বাপ হুট কইররা অসুস্থ হইয়া পড়ছে খবর হুইননা হাসপাতালে আইলাম,বরিশাল
রাইতের কালে হাসপাতালে আইতে চাইছেলাম হেইহানেও বাধা,বরিশাল
হগল বাধা পিছে হালাইয়া মুই একলাই হাসপাতালে আইছি,বরিশাল
মোর জামাই মোর লগে আয়নাই,বরিশাল
হ্যাগো কথাবারতা হুইননা মনে হইছেলে মোরে বিয়া করছে মানে মোরে কিননা নেছে,বরিশাল
আব্বারে হাস্পাতালে দেইক্ষা বেমালা খারাপ লাগছে,বরিশাল
মুই মনে কয় ভুল মানের লগে সংসার শুরু করছি,বরিশাল
নিজের পছন্দে বিয়া করাডা উচিত হয়নাই,বরিশাল
মুই এহন দিয়া সিদ্ধান্ত নিছি যে আর কাউরো কথা মুই হুনমু না,বরিশাল
যেকয়দিন ইচ্ছা আব্বা র বাড়ি থাকমু আব্বা র সেবা যত্ন করমু,বরিশাল
হেতে যদি মোর জামাইর বেমালা সমেস্যা হয়,বরিশাল
হেইলে হ্যার লগে আলাদা হইয়া যামু,বরিশাল
মোর সিদ্ধান্ত ভুল না সঠিক হেইয়া জানিনা,বরিশাল
মোর সম্পর্কের ৪ বছর হইলে বইললা,বরিশাল
পোলা আর কেউ না মোর খালতো ভাই,বরিশাল
হ্যায় দেশের বাইরে থাহে খুব ঘন ঘন আওয়া যাওয়া করতে,বরিশাল
হেইতে সম্পর্কডা ম্যালা ভালোই আল্লেহ,বরিশাল
হ্যায় দেশে আইলে মোর এয়ারপোর্টে যাইতে হইতে,বরিশাল
হেইয়ার পর হ্যায় আরডা ফেলাইটে কইররা বাড়ি যাইতে,বরিশাল
মোর লগে হ্যায় আগে দ্যাহা করতে,বরিশাল
হ্যায় খালি মোর লগে দ্যাহা করার লইজ্ঞা দেশে আইছে,বরিশাল
হ্যায় হ্যার বাড়িও যায়নাই,বরিশাল
হ্যার কাম থুইয়া যেইডু সময় থাকতে মোর লগে কথা কইতে,বরিশাল
মুই হ্যার লগে হারারাইত জাইজ্ঞা ফোনে কথা কইতাম,বরিশাল
ডিসম্বর মাসে হ্যায় হ্যার পরিবাররে জানায় মোর কথা,বরিশাল
হ্যার পরিবার মোডেও এই বিয়ায় রাজি না,বরিশাল
হেইয়ার পর হ্যায় মোর লগে যোগাযোগ রাহে নাই,বরিশাল
এইডাই হ্যার লগে মোর শ্যাষ কথা,বরিশাল
মোরে বোলোক কইররা দেয় হগলখানে গোনে,বরিশাল
মুই নিজে বেমালা অসুস্থ,বরিশাল
মুই গ্যাছে ৬ মাস রাইতে ঘুমাইতে পারিনা,বরিশাল
মুই ম্যালা দিন আগেই জানতে পারছি মোর বুইন পরকিয়ায় জড়াইছে,বরিশাল
হ্যার অফিসের বিয়াইত্যা এউক্কা ব্যাডার লগে,বরিশাল
মোর বুই আবিয়াইত্যা,বরিশাল
মোর বুইনের কাম কথা বেমালা দিন ধইররাই সন্দেহজনক মনে হওয়ার লইজ্ঞা মুই হ্যারে নজরে রাখতেয়াছেলাম,বরিশাল
মুই বিশ্বাস করতে পারতেয়াছেলাম না মোর বুইন এই কাম করবে,বরিশাল
হ্যায় বিভিন্ন উছিলায় বাড়ি একলা থাকতে চাইতে,বরিশাল
বাড়িতে মুই ছাড়া কেউ কিছু জানে না,বরিশাল
মোর আব্বা বাইচ্চা নাই,বরিশাল
সমাজে বেবাকে মোগো বেমালা সম্মান দিয়া চলে,বরিশাল
মোর বুইন কির লইজ্ঞা এই দিকে পাও বাড়াইছে জানাজানি হইলে ক্যামনে মুখ দ্যাহামু হেই চিন্তায় ঘুমাইতে পারতেয়াছি না,বরিশাল
বাড়ি কারে জানামু ক্যামনে জানামু বোঝতেয়াছি না,বরিশাল
মুই মোর বুইনের চাইয়া ম্যালা বছরের ছোডো,বরিশাল
মোর বুইনরে ক্যামনে এই রাস্তা গোনে সরাইয়া আনমু কিছুই বোঝতে পারতেয়াছি না,বরিশাল
বাড়ি ডরে কইতে পারতেয়াছি না,বরিশাল
যদি মুই জাইননা গেছি হুইননা মোর ক্ষেতি করার চেষ্টা করে,বরিশাল
অই ব্যাডায় যদি মোর বুইনের কোন ক্ষেতি করে,বরিশাল
কি করার উচিত এরহম অবস্থায়,বরিশাল
মোর মনে হইতেয়াছে মুই জাইননা গেছি হুইননা অরা মোরে খুন করতেও দুইফির ভাববে না,বরিশাল
এতোডি সংসারে গ্যাঞ্জাম দেইকখা পোস্ট করা,বরিশাল
সন্ধ্যাইয় মোর মায় আইয়া মোরে বিচার দেছে মোর আব্বার লগে কাইজ্জা বাজছে আবার,বরিশাল
আগে পরের হিসাব বাদ আইজগো কাইজ্জার বিষয় আব্বা বিদেশে থাহে,বরিশাল
হ্যায় হারাদিন কত কষ্ট কইররা কাম করে,বরিশাল
এউক্কা বেলা খাওনের সময় পাউ হেইয়া মায়রে কইছে,বরিশাল
মায় তহন উলডা কইছে মুইও হারাদিন বেমালা কাম করি,বরিশাল
গ্যাছে কাইল না খাইয়া রোজা আল্লাহম,বরিশাল
এইডা হুইন্না আব্বায় চেইত্যা ফোন কাইট্টা দেছে,বরিশাল
মুই মায়রে কইলাম আব্বা হোনতে চাইছে এট্টুহানে সান্ত্বনা,বরিশাল
মুইও বুঝি তুমি বেমালা কষ্ট কর,বরিশাল
মায়ের কথা কয়ডাদিন আগেই মুই হ্যারে এউক্কা কষ্টের কথা কইছি,বরিশাল
হ্যায় মোর লগে কি করলো মোরও হেইয়া করতে হইবে,বরিশাল
এরহম মন লইয়া সংসারে কহনো সুখ আয় না,বরিশাল
মোর মায়ের দ্গারে মোর জামাই বেমালা ভালো,বরিশাল
এক কথায় সোনার টুকরা জামাই মোর,বরিশাল
"মোরে বোঝে, মোর হগল কথা হোনে",বরিশাল
মোর হইয়া পরতিবাদ করে আরো কত গুন,বরিশাল
মুই হ্যারে এইগুলান শিখাইছি,বরিশাল
মুই চেইত্যা থাকলেও হ্যায় বোঝতে না,বরিশাল
মুই ধারে বহাইয়া কইছি যে এই কামের লইজ্ঞা মোর খারাপ লাগছে,বরিশাল
এহন তুমি মোর ধারে মাফ চাও,বরিশাল
মুই হ্যারে কহনো হ্যার কোন কাম লইয়া খোডা দেইনাই,বরিশাল
মুই এউক্কা কষ্টের কথা কইলে হ্যায় নিজের কষ্টের কথা কইছে,বরিশাল
মুই মোর বিষয় সাইডে থুইয়া হ্যারে সান্ত্বনা দিছি,বরিশাল
হ্যায় যেমনে মোরে আশা করছে মুই নিজেরে হেমনেই সামনে আনছি,বরিশাল
মোর কহনো মনে আয়নাই মুই কির লইজ্ঞা ছোডো হমু,বরিশাল
অয় মোর লগে এরহম করছে মুইও অর লগে এইডা করমু,বরিশাল
অয় বোঝেনা মোর ঠ্যাহা নাই বুঝাইন্নার,বরিশাল
মানু যের যের নিজের নাহান,বরিশাল
মুই বিশ্বাস করি কেউরে যদি মুই নিজের নাহান চাই হ্যালে নিজের নাহান বানাইয়া লইতে হইবে,বরিশাল
কেউরে নিজের নাহান বানাইন্নার লইজ্ঞা আগে মোর হ্যার নাহান হইতে হইবে,বরিশাল
এইডা জরুলি না হগল সময় হগল কিছু অপর জন করবে,বরিশাল
আমনে নিজে কিছু এউক্কা করেন,বরিশাল
মোর জামাই পর পর ৩ বছর মোর জন্মদিন মনেও রাহেনাই,বরিশাল
মুই পর পর ৩ বছর হ্যারে সারপ্রাইজ দিছি জন্মদিনে,বরিশাল
মুই তয় এইডা ভাবি নাই যে অয় মনে রাহেনা মুই কির লইজ্ঞা করতে যামু,বরিশাল
আর এই বছর হ্যায় বিশাল কইররা সারপ্রাইজ দেছে মোরে,বরিশাল
কেক এর উপরে ল্যাহা আল্লেহ শুভ জন্মদিন মোর বউ,বরিশাল
সময় লাগছে তয় মুই জা হ্যার ধারেগোনে চাই হেইডা কিন্তু ঠিক বাইর কইররা আনছি,বরিশাল
কেউরে তোমার কথা হুনাইতে চাইলে আগে তুমি হ্যার কথা হোনো,বরিশাল
মোরা তিন ভাই বুইন মুই সবাইর বড়,বরিশাল
মোর মায় বুইন ভাই বরিশাল থাহে,বরিশাল
মুই সিলেট থাহি,বরিশাল
ঢাকায় আইছি মেট্টিক পরিক্ষা দিয়া,বরিশাল
ছোডো খালার বাড়িতে হ্যার বাড়ি গোনে পড়ালেহা কইররা ইন্টার পরীক্ষা দিছি,বরিশাল
মোর খালার বাড়ী ফেরা কি ঠিক হইবে,বরিশাল
মায় খালা পড়াল্যাহার লইজ্ঞা ঢাহায় ফেরতে কইবে মুই যাইতে পারমু না,বরিশাল
অই ব্যাডার সামনে মুই খাড়াইতে পারমু না,বরিশাল
মোর নাহান এত্তো ভুল মনে হয় কেউ করেনা,বরিশাল
মুই তো সত্য বুইজঝাই ভুলে জড়াইয়া পরতাম,বরিশাল
মুই ক্যামনে বোঝতাম যে মানেরা সঠিক না,বরিশাল
মোর পোরথোম ভালোবাসার মানুডা আল্লেহ ভুল,বরিশাল
হ্যায় পুরা ৬ বছর মোরে ঠগাইছে,বরিশাল
পেরতেকবার আশা করতাম যে ভালো হইয়া গ্যাছে,বরিশাল
শ্যাষ ফির যেই মাইয়ার লইজ্ঞা মোরে হালাইয়া গ্যাল্লেহ হুনছি হ্যায় বলে বেমালা সুন্দার,বরিশাল
দুনিয়ায় আসলে চেহারা সুন্দরই হগলকিছু,বরিশাল
মোর মনডা কেউ বোঝে না,বরিশাল
হেইয়ারপর মুই ফিররা ভুল করছেলাম,বরিশাল
কোন এক রহম মোগো কথা শুরু হয়,বরিশাল
আস্তে আস্তে দুর্বল হইয়া পড়লাম হ্যার উপরে,বরিশাল
হ্যায়ও মোর উপরে দুর্বল হইয়া গ্যাল্লেহ,বরিশাল
এউক্কা সময় পর বোঝলাম যে মোরা একজন আরেকজনরে চাই,বরিশাল
পোরথোম দিক মুই খারাপ ব্যবহার করতাম,বরিশাল
পোরথোমবার ঠগার পর এউক্কা ডর ঢুইক্কা গ্যাল্লেহ ভিতরে,বরিশাল
হ্যারে মুই কইয়া নেল্লাহম যে মোর তোমারে বিশ্বাস করতে সময় লাগবে,বরিশাল
হ্যায় কইছেলে সমেস্যা নাই,বরিশাল
মুই তোমার পাশে আছি,বরিশাল
তোমার হগল কথা মাইন্না লমু,বরিশাল
মাঝে মাঝে কাইজ্যা হইতে তয় হেইদিনই বেবাক ঠিক হইয়া যাইতে,বরিশাল
হ্যায় মোর ছোডো ছোডো পছন্দের জিনিসও খেয়াল রাখতে,বরিশাল
দুইনাম্বার জনরে পাইয়া নিজেরে ম্যালা ভাগ্যবতী মনে করতাম,বরিশাল
মোর লগে খারাপ ব্যবহার করতে রইছে,বরিশাল
ততদিনে মুই হ্যার উপরে অনেক দুর্বল হইয়া গ্যাছি,বরিশাল
হ্যায় মোরে কাইজ্যা হইলেই হগল সময় অপমান করে,বরিশাল
পরিবার তুইল্লা খামার দ্যায়,বরিশাল
মুই দ্বিতীয় ফির ভালবাইসাও ঠইজ্ঞা গ্যাছি,বরিশাল
তয় মুই হ্যারে এহনো ভালবাসি,বরিশাল
হ্যার দেওয়া কথা গুলান মাঝে মাঝে মনে আইলে ম্যালা হাসি আহে,বরিশাল
হ্যার কি মোডেও মনে পড়ে না আগের দিনের কথা?,বরিশাল
হ্যায় ক্যামনে পারছে এত্তো স্বপ্ন দ্যাহাইন্নার পরে মোরে ঠগাইতে?,বরিশাল
এহন নিজেরেই আর বিশ্বাস করতে পারিনা,বরিশাল
কি আল্লাহম আর কি হইছি,বরিশাল
মোর বিয়ার বয়স ২২ মাস,বরিশাল
মোর ৮ মাসের এইক্কা পোলা গেদু আছে,বরিশাল
এই করোনাইয় অনার্স লাস্ট ইয়ারে থাহাকালিন বিয়া হইয়া যায় মোর,বরিশাল
মুই গনিতে অনার্স করতেয়াছেলাম,বরিশাল
এইদিকে যের লগে বিয়া হয় হ্যায় অশিক্ষিত,বরিশাল
হ্যায় ইস্কুলেই যায়নাই কহনো,বরিশাল
বিয়ার কালে কইছেলে পোলা শিক্ষিত ঢাহায় চাকরি করে,বরিশাল
মোর জামাই লেদাকালে হ্যার মা হারাইছে,বরিশাল
বিয়ার কালে কইছেলে জামাইর বাড়ি আছে,বরিশাল
এইয়া লইয়া মুই সমেস্যা করি নাই,বরিশাল
বুইনেরে বাড়ি পাডাইয়া দিছি,বরিশাল
মুই এক কাফুরে বাড়ি গোনে বাইর হইয়া আইছি,বরিশাল
অন্যের দোষ সহজেই খুইজ্জা পাওন যায়,বরিশাল
আঙ্গো ৩ বছরের হেরেম,নোয়াখালি
হোলাগা বাপ চাচার ডরে বাড়িত কিছু কইতে হারে না,নোয়াখালি
আর কাছে আরও সময় চাইতো,নোয়াখালি
বয়স আর তন হোলোতে হইড়লো,নোয়াখালি
তনকার সময় মাইয়া গো লাই এটা অনেক বয়স,নোয়াখালি
বাড়ির তুন হোলা দেয়া শুরু কইরলো,নোয়াখালি
তোর বড় ভাইয়ের লগে বিয়া ঠিক হইলো,নোয়াখালি
আই অন তোর ভাইরে বিয়া কইরতে চাই না,নোয়াখালি
আই আরও এক বছর হরে বিয়া কইরতে চাই,নোয়াখালি
হোলাগা আর বাপের লগে কতা কই আঙ্গো বিয়া ঠিক কইরছে,নোয়াখালি
এডারই মাঝে এককান অঘটন ঘটি গেলো,নোয়াখালি
হেতে হেতাঁর বাপের ডরে কোনো কতাই কইতে হাইরলো না,নোয়াখালি
আই অনই বিয়া করি হেলতাম চাই,নোয়াখালি
আর বেগগিন শেষ অই যাইবো,নোয়াখালি
দয়া করি তুমি তোয়ার হরিবারের হছন্দে বিয়া করি হালাও,নোয়াখালি
এই সাহস আর নাই,নোয়াখালি
আরে ভালোবাইসলে এদ্দুর উপকার করো হাত হড়ি তোয়ার,নোয়াখালি
বেগগিন হুনি বুইঝলাম যে অন আর ইয়ানো থাই কোন লাভ অইতো ন,নোয়াখালি
তোর বড্ডা ভাইরেই বিয়া কইরতে অইবো অন,নোয়াখালি
বাড়ীত কইলাম আই এই বিয়াত রাজি,নোয়াখালি
যত তাড়াতাড়ি সম্ভব বিয়ার ব্যবস্থা করো,নোয়াখালি
হনরো দিনের মইধ্যে আঙ্গো বিয়া অইলো,নোয়াখালি
এই কাহিনী হুরাটা হুনি আই অবাক,নোয়াখালি
আই এককান খুব বড্ডা সমস্যাত হইড়ছি দয়া করি কেউ হাসাহাসি কইরবেন না,নোয়াখালি
আর গার্লফ্রেন্ড এর হরিবারের ডিফেন্স এর জব বোলে হছন্দ ন,নোয়াখালি
তবে আর গার্লফ্রেন্ড আরে কইছে আই হেতিরে যেন্নে রাইখখুম হেতি হেন্নেই থাইকবো,নোয়াখালি
তাই আই হেতিরে হলাই বিয়া কইরতাম চাই,নোয়াখালি
আর গার্লফ্রেন্ড এর বয়স ১৯ বছর,নোয়াখালি
আই চাইতেছি ট্রেনিং তুন হিরি আই হেতিরে বিয়া কইরতে,নোয়াখালি
যদি হলাই বিয়া করি হরে কি হেতির ফ্যামিলি কোনো সমইস্যা কইরতে হাইরবো?,নোয়াখালি
আঙ্গো ফ্যামিলির তুন হেতিগো ফ্যামিলি অনেক বড়লোক,নোয়াখালি
আই গেরামের হোলা ঢাকাত ওকগা হাইভেট বিশ্ববিদ্যালয়ে হড়াশোনা করি,নোয়াখালি
হেতির লগে হরিচয় হেতিরে হাইভেট হড়াইতে যাই,নোয়াখালি
দয়া করি হরামর্শ দেন বিয়ার হরে কি হেতির হরিবার কোনো সমস্যা কইরতে হাইরবো?,নোয়াখালি
আই আর আর বয়ফ্রেন্ড একি স্কুলে হইড়তাম,নোয়াখালি
ক্লাস নাইনে আঙ্গো হথম কতা অয় ফেসবুকে,নোয়াখালি
এরহর তুন ক্লাস টেনে রিলেশনে যাই,নোয়াখালি
আর বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা আছিলো না,নোয়াখালি
কিন্তু হোলাগা অনেক ভালা মানুষ কোনো নেশা নাই,নোয়াখালি
আই বেগগিন বুঝি হেরেম কইরতে গেলাম,নোয়াখালি
হথমদিকে অত ভালোবাইসতাম না,নোয়াখালি
আঙ্গো ম্যাক্সিমাম কতা অইছে অনলাইনে,নোয়াখালি
ততদিনে আই অনেক ভালোবাসি হালাইছি ওরে,নোয়াখালি
ওর আর আর স্কুল ফ্রেন্ডরা বেগগিন জাইনতো,নোয়াখালি
হেতিরা আরে হছন্দ কইরতো চাইতো আঙ্গো সম্পর্ক আবার জোড়া লাগুক,নোয়াখালি
এন্নে গেঞ্জাম হয় আবার মিল এরুম কইরতে কইরতে হাছ বছর অইছে অন,নোয়াখালি
আর অসুস্থতার কারণে আই ওকগা বছর গ্যাপ গেছে,নোয়াখালি
আই অন সুস্থ অনেক,নোয়াখালি
আই কেন্নে অন হিগারে ভুলি যাই?,নোয়াখালি
আর বয়স হছিশ অইলেও আই হাছ বছর কন্সিডার কইরতাম,নোয়াখালি
আইও হিগারে ছাড়া কিছু ভাবি ন হাছ বছরে,নোয়াখালি
মজা করি অন্য হোলাগো কতা কই হিগারে চেতাইছি অনেক,নোয়াখালি
হিগারেই ভালোবাসি আই হিগারে ছাইড়তে চাই না,নোয়াখালি
আই বুঝি গেছি হোলা হিগারে ছাড়া আই থাইকতে হাইরতান ন,নোয়াখালি
অন হিগা আরে কয় হিগার লাইফ তুন চলি যাইতে,নোয়াখালি
আই অনেক চিন্তার মইধ্যে হড়ি গেছি আই কি কইরগুম,নোয়াখালি
এক সময় যাই যদি কই যে ধরি রাইখলেই তো হাইরতা,নোয়াখালি
আন্নেরা কন অন আই আসলে কি কইরতাম?,নোয়াখালি
বাংলাদেশী মাইয়াগা হরিবার লই নিউজিল্যান্ড থায়,নোয়াখালি
হিয়ানেই ওকগা বাংলাদেশী হোলার লগে হরিচয় তারপর সম্পর্ক,নোয়াখালি
বিয়া কান হেই দেশেই কইরতে চাইছিলো মাইয়া কিন্তু হোলার ইচ্ছা বাংলাদেশে আই দুনোগা বিয়া কইরবো,নোয়াখালি
হোলা এক মাস আগে বাংলাদেশে আই এই ঈদে হেতাগো বিয়া অওনের কতা,নোয়াখালি
মাইয়া হেতির হরিবার লই ঈদের কয়েকদিন আগে দেশে আইওনের কতা আছিলো,নোয়াখালি
কিন্তু হোলা বাংলাদেশে আইওনের হর হেই মাইয়ার লগে যোগাযোগ বন্ধ করি দেয়,নোয়াখালি
মাইয়াগা বিভিন্নভাবে চেষ্টা করে হেতার লগে কোন ধরনের যোগাযোগ কইরতে হাইরতেছিলো না,নোয়াখালি
মাইয়াটা সপ্তাহখানেক আগে হেতির লগে ঘটি যাওয়া ঘটনা আঙ্গো লগে শেয়ার করে,নোয়াখালি
হোলা হিগারে খুঁজি বাইর করোনের ব্যাপারে আঙ্গো সাহায্য চায়,নোয়াখালি
মাইয়াগার ঘটনা হুনি আমরা ওনারে দেশে আইতে কই,নোয়াখালি
হেটি হেতির হরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আইয়ে,নোয়াখালি
হোলারে খুঁজি হাওনের মতন এলা হেতনের কাছে হোলার হাসপোর্ট কপি আছিলো এককান,নোয়াখালি
আমরা মাইয়াগারে লই হোলার বাসাত যাই,নোয়াখালি
বাসাত হোলা আছিলো আর হেতার হরিবারের বেক সদস্যরা আছিলো,নোয়াখালি
মাইয়াগারে ছাই হোলা ডরাই যায়,নোয়াখালি
হোলা বাংলাদেশে আই বিয়া ঠিক কইরছে,নোয়াখালি
এই শুক্কুরবারে হেতার বিয়া হেতার হরিবারের হছন্দ করি রাখছে মাইয়া,নোয়াখালি
মাইয়াগা হেতির লগে ঘটি যাওয়া ঘটনা বেগগিন হোলার হরিবাররে জানায়,নোয়াখালি
হোলার হরিবার তুন মাইয়ার হরিবার অনেক ভালা,নোয়াখালি
মাইয়াগা দেইখতে যথেষ্ট সুন্দরী,নোয়াখালি
হোলার মা বাপ বিয়াত রাজি অয়,নোয়াখালি
মাইয়ার হরিবারের লগে ফোনে কতা কয়,নোয়াখালি
হেতারা দুইজনে আবার নিউজিল্যান্ড হিরি যাইবো,নোয়াখালি
আই বিবাহিত,নোয়াখালি
দুই বছর আগে নিজের হছন্দেই বিয়া কইরছিলাম,নোয়াখালি
আর বৌ আর তুন বয়সে ৮ বছরের ছোড,নোয়াখালি
আর বৌ দেখতেও সুন্দরী,নোয়াখালি
আই বেকার,নোয়াখালি
টুকটাক টিউশনি করি যদ্দুর কামাই অয় হেটা দি নিজের আতখরচই ঠিকমতন চলে না,নোয়াখালি
হেতির যাবতীয় খরচ হেতির বাপ-মা ই বহন করে,নোয়াখালি
হেতি কোনোদিন আর কাছে আর সামর্থ্যের বারে কিছু চায় ন,নোয়াখালি
আঙ্গো মইধ্যে ভালোবাসার কোনো কমতি নাই,নোয়াখালি
আরে বেকসময় আগাই যানের অনুহেরোনা যোগায়,নোয়াখালি
ভালোবাসা থাইকলে বেগগিনই সুন্দর,নোয়াখালি
যেকোনো হরিস্থিতি মোকাবেলা করা সম্ভব,নোয়াখালি
আন্নেরাও আন্নেগো জীবনসঙ্গীরে ভালাবাসেন,নোয়াখালি
হেতাগো চাওয়া -না চাওয়ার গুরুত্ব দেন,নোয়াখালি
একে অপরকে হাশে থাই সাহস যোগান,নোয়াখালি
আমি দুই হাজার হোলোর তুন তাহুরা রে ভালবাসি,নোয়াখালি
আইজগা আরে কয় আই বেলে হেতির যোগ্য ন,নোয়াখালি
আই বেলে বেইমান,নোয়াখালি
আই বেলে মরি গেলে হেতির ওকগা আফসোস থাইকবো শুধু আই নাকি হেতিরে বুঝিনো কখনো,নোয়াখালি
আই কইলাম চলো কাজী অফিসে যাই বিয়া করি,নোয়াখালি
আরে আল্লাহর কসম দি কই দিলো ইগিন হেতি হাইরতো ন,নোয়াখালি
আর হোন নম্বর ব্লক করি দেয়,নোয়াখালি
আর হরিবারের অর্থনৈতিক অবস্থা বর্তমানে খুব খারাপ,নোয়াখালি
আই টুকটাক অনলাইনে কাম করি,নোয়াখালি
আই অনেক বার হেতির কাছে ক্ষমা চাইছি,নোয়াখালি
